neighbourhood,province,room_type,minimum_nights,accommodates,bedrooms,price
Langford,British Columbia,Private room,1,2,1,45.0
Central Saanich,British Columbia,Entire home/apt,1,8,2,300.0
James Bay,British Columbia,Hotel room,1,6,2,332.0
Saanich,British Columbia,Private room,1,2,1,45.0
Saanich,British Columbia,Entire home/apt,1,6,4,249.0
North Jubilee,British Columbia,Entire home/apt,2,6,2,150.0
North Jubilee,British Columbia,Entire home/apt,3,7,3,188.0
Langford,British Columbia,Entire home/apt,2,4,1,80.0
Fernwood,British Columbia,Entire home/apt,3,5,2,150.0
Sidney,British Columbia,Entire home/apt,2,2,1,65.0
Downtown,British Columbia,Entire home/apt,3,4,2,200.0
Saanich,British Columbia,Private room,1,2,1,80.0
Saanich,British Columbia,Entire home/apt,1,5,2,99.0
Saanich,British Columbia,Entire home/apt,1,6,2,138.0
South Jubilee,British Columbia,Entire home/apt,6,2,1,119.0
Sidney,British Columbia,Private room,1,2,1,89.0
Saanich,British Columbia,Entire home/apt,1,6,3,298.0
Esquimalt,British Columbia,Entire home/apt,2,7,2,289.0
Downtown,British Columbia,Entire home/apt,1,4,1,150.0
Saanich,British Columbia,Entire home/apt,1,6,2,105.0
Oaklands,British Columbia,Entire home/apt,2,4,2,99.0
Langford,British Columbia,Entire home/apt,1,4,1,89.0
Langford,British Columbia,Private room,2,2,1,70.0
Sidney,British Columbia,Entire home/apt,2,6,2,149.0
Salt Spring Island,British Columbia,Entire home/apt,2,4,1,125.0
Downtown,British Columbia,Entire home/apt,3,4,1,200.0
Downtown,British Columbia,Entire home/apt,2,5,3,302.0
Juan de Fuca,British Columbia,Entire home/apt,2,6,3,195.0
Saanich,British Columbia,Entire home/apt,1,2,1,170.0
Colwood,British Columbia,Entire home/apt,3,3,2,80.0
Salt Spring Island,British Columbia,Entire home/apt,2,2,1,97.0
Salt Spring Island,British Columbia,Entire home/apt,1,4,1,129.0
Langford,British Columbia,Entire home/apt,2,8,4,749.0
Salt Spring Island,British Columbia,Private room,1,2,1,188.0
North Saanich,British Columbia,Entire home/apt,2,2,1,145.0
Langford,British Columbia,Entire home/apt,1,7,2,92.0
Juan de Fuca,British Columbia,Entire home/apt,1,4,1,90.0
Fernwood,British Columbia,Entire home/apt,2,4,2,119.0
Langford,British Columbia,Private room,1,1,1,50.0
Saanich,British Columbia,Entire home/apt,2,6,2,220.0
Downtown,British Columbia,Entire home/apt,2,4,1,139.0
Downtown,British Columbia,Entire home/apt,1,6,2,225.0
James Bay,British Columbia,Entire home/apt,30,4,2,85.0
Saanich,British Columbia,Entire home/apt,1,7,2,210.0
Fairfield,British Columbia,Entire home/apt,7,3,2,115.0
Salt Spring Island,British Columbia,Entire home/apt,1,2,1,249.0
Salt Spring Island,British Columbia,Entire home/apt,1,4,2,150.0
Saanich,British Columbia,Entire home/apt,4,6,3,249.0
Rockland,British Columbia,Entire home/apt,4,4,2,325.0
Victoria West,British Columbia,Entire home/apt,30,2,1,141.0
North Saanich,British Columbia,Entire home/apt,1,2,1,125.0
Saanich,British Columbia,Entire home/apt,2,4,2,125.0
Saanich,British Columbia,Private room,2,3,1,80.0
Salt Spring Island,British Columbia,Entire home/apt,2,2,1,85.0
Saanich,British Columbia,Entire home/apt,1,4,2,188.0
Salt Spring Island,British Columbia,Entire home/apt,2,3,1,119.0
James Bay,British Columbia,Entire home/apt,27,5,2,249.0
Juan de Fuca,British Columbia,Entire home/apt,2,4,2,105.0
Saanich,British Columbia,Entire home/apt,1,2,1,99.0
Salt Spring Island,British Columbia,Private room,7,2,1,54.0
Langford,British Columbia,Entire home/apt,1,2,1,80.0
Sooke,British Columbia,Entire home/apt,2,6,3,249.0
Saanich,British Columbia,Entire home/apt,1,5,2,129.0
Langford,British Columbia,Entire home/apt,5,8,3,249.0
Salt Spring Island,British Columbia,Hotel room,1,2,1,300.0
Saanich,British Columbia,Private room,7,2,1,38.0
Salt Spring Island,British Columbia,Entire home/apt,1,6,2,145.0
Oaklands,British Columbia,Private room,2,4,1,66.0
Downtown,British Columbia,Entire home/apt,2,4,1,159.0
Saanich,British Columbia,Entire home/apt,1,4,2,150.0
Saanich,British Columbia,Private room,1,2,1,41.0
Downtown,British Columbia,Entire home/apt,1,3,1,160.0
North Jubilee,British Columbia,Entire home/apt,2,4,2,249.0
Salt Spring Island,British Columbia,Entire home/apt,30,4,2,249.0
Saanich,British Columbia,Entire home/apt,2,4,2,99.0
Sooke,British Columbia,Entire home/apt,1,2,1,40.0
Saanich,British Columbia,Private room,1,2,1,76.0
Downtown,British Columbia,Entire home/apt,2,2,1,200.0
Langford,British Columbia,Entire home/apt,5,2,1,119.0
Downtown,British Columbia,Entire home/apt,2,6,3,290.0
Saanich,British Columbia,Entire home/apt,1,5,2,179.0
Colwood,British Columbia,Entire home/apt,1,3,1,150.0
Fairfield,British Columbia,Entire home/apt,6,2,1,130.0
Victoria West,British Columbia,Entire home/apt,2,4,3,312.0
Juan de Fuca,British Columbia,Entire home/apt,2,6,3,164.0
Salt Spring Island,British Columbia,Hotel room,1,2,1,110.0
Southern Gulf Islands,British Columbia,Hotel room,2,2,1,224.0
Langford,British Columbia,Private room,1,2,1,58.0
Esquimalt,British Columbia,Private room,2,1,1,56.0
Gonzales,British Columbia,Entire home/apt,2,2,1,99.0
North Park,British Columbia,Entire home/apt,1,4,1,125.0
James Bay,British Columbia,Private room,15,1,1,65.0
Oak Bay,British Columbia,Entire home/apt,2,5,3,285.0
Saanich,British Columbia,Entire home/apt,1,4,2,80.0
Highlands,British Columbia,Private room,1,3,2,99.0
Langford,British Columbia,Private room,1,2,1,60.0
Saanich,British Columbia,Entire home/apt,1,2,1,99.0
Highlands,British Columbia,Private room,1,2,1,88.0
Downtown,British Columbia,Entire home/apt,1,2,1,111.0
Juan de Fuca,British Columbia,Entire home/apt,2,6,2,424.0
Saanich,British Columbia,Entire home/apt,1,2,1,130.0
Saanich,British Columbia,Private room,2,2,1,69.0
Saanich,British Columbia,Private room,5,4,2,119.0
Saanich,British Columbia,Private room,5,4,2,119.0
Oaklands,British Columbia,Private room,2,4,1,64.0
Oaklands,British Columbia,Private room,2,4,1,64.0
North Saanich,British Columbia,Entire home/apt,1,2,1,129.0
Southern Gulf Islands,British Columbia,Entire home/apt,2,4,2,200.0
Fairfield,British Columbia,Entire home/apt,1,6,2,160.0
Oaklands,British Columbia,Private room,2,2,1,64.0
Fairfield,British Columbia,Entire home/apt,31,4,2,97.0
Southern Gulf Islands,British Columbia,Entire home/apt,3,6,2,160.0
Salt Spring Island,British Columbia,Entire home/apt,2,4,2,275.0
Saanich,British Columbia,Private room,2,2,1,76.0
Oak Bay,British Columbia,Entire home/apt,7,8,4,300.0
Langford,British Columbia,Entire home/apt,1,4,2,175.0
Saanich,British Columbia,Entire home/apt,2,4,1,180.0
Saanich,British Columbia,Private room,2,4,2,119.0
North Saanich,British Columbia,Entire home/apt,3,8,4,455.0
Saanich,British Columbia,Entire home/apt,1,5,3,153.0
Fernwood,British Columbia,Entire home/apt,7,1,1,145.0
View Royal,British Columbia,Private room,2,2,1,60.0
Langford,British Columbia,Entire home/apt,1,2,1,99.0
Oaklands,British Columbia,Entire home/apt,2,2,1,107.0
View Royal,British Columbia,Entire home/apt,2,2,1,90.0
Langford,British Columbia,Entire home/apt,2,2,1,125.0
Saanich,British Columbia,Private room,1,1,1,31.0
Southern Gulf Islands,British Columbia,Entire home/apt,2,2,1,200.0
Sidney,British Columbia,Private room,2,2,1,85.0
Southern Gulf Islands,British Columbia,Entire home/apt,2,2,1,210.0
Saanich,British Columbia,Entire home/apt,5,4,2,99.0
Langford,British Columbia,Private room,2,6,3,467.0
Sooke,British Columbia,Entire home/apt,2,3,1,85.0
James Bay,British Columbia,Entire home/apt,2,6,3,249.0
Fernwood,British Columbia,Entire home/apt,30,2,1,62.0
Downtown,British Columbia,Entire home/apt,1,4,2,158.0
Victoria West,British Columbia,Entire home/apt,7,2,1,200.0
Saanich,British Columbia,Entire home/apt,2,6,3,257.0
Langford,British Columbia,Private room,1,2,1,99.0
Colwood,British Columbia,Entire home/apt,2,2,1,50.0
North Jubilee,British Columbia,Entire home/apt,1,2,1,125.0
Salt Spring Island,British Columbia,Private room,1,2,1,115.0
Sooke,British Columbia,Entire home/apt,2,4,2,300.0
Harris Green,British Columbia,Entire home/apt,1,2,1,80.0
Saanich,British Columbia,Entire home/apt,30,5,3,145.0
Saanich,British Columbia,Entire home/apt,2,2,1,105.0
Colwood,British Columbia,Private room,1,2,1,69.0
Colwood,British Columbia,Private room,1,2,1,58.0
Saanich,British Columbia,Entire home/apt,3,4,1,110.0
Central Saanich,British Columbia,Entire home/apt,2,2,1,80.0
Downtown,British Columbia,Entire home/apt,1,2,1,115.0
Harris Green,British Columbia,Entire home/apt,30,2,1,141.0
North Jubilee,British Columbia,Private room,1,3,1,58.0
Saanich,British Columbia,Entire home/apt,2,2,1,70.0
James Bay,British Columbia,Entire home/apt,5,4,2,139.0
Harris Green,British Columbia,Entire home/apt,30,2,1,141.0
Highlands,British Columbia,Private room,1,2,1,65.0
Salt Spring Island,British Columbia,Entire home/apt,2,2,1,85.0
Salt Spring Island,British Columbia,Entire home/apt,2,2,1,175.0
Saanich,British Columbia,Entire home/apt,1,6,2,141.0
Fairfield,British Columbia,Entire home/apt,2,2,1,119.0
Gonzales,British Columbia,Private room,1,1,1,99.0
Saanich,British Columbia,Entire home/apt,6,4,2,160.0
Juan de Fuca,British Columbia,Entire home/apt,1,4,1,175.0
Saanich,British Columbia,Entire home/apt,30,4,2,119.0
Saanich,British Columbia,Entire home/apt,2,2,1,65.0
Downtown,British Columbia,Entire home/apt,1,4,1,85.0
Saanich,British Columbia,Entire home/apt,1,4,2,199.0
Harris Green,British Columbia,Entire home/apt,30,4,1,113.0
Sidney,British Columbia,Entire home/apt,2,4,2,82.0
South Jubilee,British Columbia,Entire home/apt,2,4,2,115.0
Langford,British Columbia,Entire home/apt,2,6,3,175.0
Sooke,British Columbia,Entire home/apt,2,6,3,599.0
Saanich,British Columbia,Entire home/apt,2,2,1,69.0
Downtown,British Columbia,Entire home/apt,1,4,2,160.0
Downtown,British Columbia,Entire home/apt,1,6,2,115.0
Central Saanich,British Columbia,Entire home/apt,3,6,3,220.0
Saanich,British Columbia,Entire home/apt,2,8,4,328.0
Saanich,British Columbia,Entire home/apt,5,4,2,99.0
Sooke,British Columbia,Private room,1,2,1,45.0
Colwood,British Columbia,Private room,2,3,1,60.0
Salt Spring Island,British Columbia,Private room,1,2,1,180.0
Langford,British Columbia,Entire home/apt,1,4,1,98.0
Saanich,British Columbia,Entire home/apt,2,2,1,85.0
Juan de Fuca,British Columbia,Entire home/apt,1,2,1,90.0
James Bay,British Columbia,Entire home/apt,1,2,1,231.0
Salt Spring Island,British Columbia,Entire home/apt,1,4,2,141.0
Salt Spring Island,British Columbia,Hotel room,1,4,1,249.0
Saanich,British Columbia,Private room,1,2,1,38.0
Oaklands,British Columbia,Entire home/apt,28,2,1,150.0
Juan de Fuca,British Columbia,Entire home/apt,2,4,2,180.0
Colwood,British Columbia,Entire home/apt,1,6,2,149.0
Sooke,British Columbia,Entire home/apt,1,2,1,76.0
Sooke,British Columbia,Entire home/apt,1,6,1,70.0
Fernwood,British Columbia,Entire home/apt,1,5,1,125.0
North Park,British Columbia,Entire home/apt,1,5,1,99.0
Salt Spring Island,British Columbia,Private room,2,2,1,150.0
Salt Spring Island,British Columbia,Private room,1,2,1,150.0
Salt Spring Island,British Columbia,Private room,2,2,1,150.0
Downtown,British Columbia,Entire home/apt,2,3,1,159.0
Salt Spring Island,British Columbia,Entire home/apt,7,4,2,98.0
Saanich,British Columbia,Entire home/apt,2,4,2,139.0
Saanich,British Columbia,Entire home/apt,5,4,2,141.0
Fairfield,British Columbia,Entire home/apt,2,6,3,298.0
Saanich,British Columbia,Entire home/apt,2,4,3,175.0
Salt Spring Island,British Columbia,Private room,2,4,2,249.0
James Bay,British Columbia,Entire home/apt,5,2,1,99.0
James Bay,British Columbia,Entire home/apt,7,2,2,130.0
Juan de Fuca,British Columbia,Entire home/apt,1,4,2,99.0
Gonzales,British Columbia,Entire home/apt,4,4,2,200.0
Saanich,British Columbia,Entire home/apt,1,4,1,70.0
Saanich,British Columbia,Entire home/apt,1,3,1,95.0
Downtown,British Columbia,Entire home/apt,1,4,1,200.0
Langford,British Columbia,Entire home/apt,1,6,2,85.0
Salt Spring Island,British Columbia,Private room,2,2,1,90.0
Saanich,British Columbia,Entire home/apt,1,6,2,255.0
Langford,British Columbia,Entire home/apt,2,5,2,97.0
Southern Gulf Islands,British Columbia,Entire home/apt,3,4,2,125.0
Saanich,British Columbia,Entire home/apt,2,4,2,200.0
Harris Green,British Columbia,Entire home/apt,2,4,1,119.0
Southern Gulf Islands,British Columbia,Private room,1,4,2,110.0
Saanich,British Columbia,Entire home/apt,2,8,4,300.0
North Saanich,British Columbia,Entire home/apt,2,6,3,150.0
Saanich,British Columbia,Private room,1,2,1,99.0
Colwood,British Columbia,Entire home/apt,14,2,1,80.0
Fernwood,British Columbia,Private room,1,2,1,99.0
Burnside,British Columbia,Entire home/apt,2,7,3,168.0
Burnside,British Columbia,Entire home/apt,2,5,2,129.0
Salt Spring Island,British Columbia,Private room,2,4,1,164.0
Downtown,British Columbia,Entire home/apt,2,2,1,119.0
Colwood,British Columbia,Entire home/apt,2,4,2,125.0
Colwood,British Columbia,Entire home/apt,2,7,4,249.0
Salt Spring Island,British Columbia,Entire home/apt,2,4,1,180.0
James Bay,British Columbia,Entire home/apt,1,3,1,199.0
Saanich,British Columbia,Private room,2,2,1,80.0
Esquimalt,British Columbia,Entire home/apt,1,2,1,65.0
Saanich,British Columbia,Entire home/apt,2,2,1,89.0
Southern Gulf Islands,British Columbia,Entire home/apt,3,6,2,125.0
Harris Green,British Columbia,Entire home/apt,2,6,2,249.0
Saanich,British Columbia,Private room,1,1,1,54.0
Esquimalt,British Columbia,Private room,1,2,1,54.0
Saanich,British Columbia,Private room,1,1,1,38.0
Saanich,British Columbia,Entire home/apt,1,4,2,99.0
Salt Spring Island,British Columbia,Entire home/apt,2,3,1,105.0
Fernwood,British Columbia,Entire home/apt,2,4,1,99.0
Southern Gulf Islands,British Columbia,Entire home/apt,30,4,2,200.0
Colwood,British Columbia,Entire home/apt,2,4,1,99.0
Oak Bay,British Columbia,Entire home/apt,2,4,1,125.0
Saanich,British Columbia,Entire home/apt,2,2,1,50.0
Downtown,British Columbia,Entire home/apt,1,2,1,135.0
Juan de Fuca,British Columbia,Entire home/apt,2,4,1,89.0
Downtown,British Columbia,Entire home/apt,1,2,1,150.0
Saanich,British Columbia,Entire home/apt,2,3,1,125.0
Oaklands,British Columbia,Entire home/apt,4,4,2,175.0
Juan de Fuca,British Columbia,Entire home/apt,2,3,1,85.0
Metchosin,British Columbia,Entire home/apt,2,6,1,221.0
Saanich,British Columbia,Entire home/apt,2,8,4,475.0
Fernwood,British Columbia,Entire home/apt,28,3,1,99.0
Juan de Fuca,British Columbia,Entire home/apt,2,4,2,350.0
Langford,British Columbia,Entire home/apt,2,3,1,110.0
Saanich,British Columbia,Private room,1,2,1,103.0
Juan de Fuca,British Columbia,Entire home/apt,2,2,1,175.0
Downtown,British Columbia,Entire home/apt,1,4,1,149.0
Downtown,British Columbia,Entire home/apt,1,3,1,105.0
Saanich,British Columbia,Private room,2,2,1,65.0
Salt Spring Island,British Columbia,Entire home/apt,2,2,1,88.0
Salt Spring Island,British Columbia,Entire home/apt,2,6,3,168.0
Fairfield,British Columbia,Entire home/apt,30,2,1,70.0
Rockland,British Columbia,Entire home/apt,30,2,1,70.0
Salt Spring Island,British Columbia,Private room,2,5,2,395.0
Downtown,British Columbia,Entire home/apt,1,2,1,92.0
Southern Gulf Islands,British Columbia,Private room,2,2,1,115.0
Salt Spring Island,British Columbia,Private room,2,4,1,164.0
Victoria West,British Columbia,Entire home/apt,1,4,2,168.0
Saanich,British Columbia,Entire home/apt,2,8,4,160.0
Oak Bay,British Columbia,Private room,1,2,1,76.0
Downtown,British Columbia,Entire home/apt,1,2,1,119.0
Salt Spring Island,British Columbia,Entire home/apt,2,4,2,119.0
Salt Spring Island,British Columbia,Entire home/apt,1,3,1,184.0
Saanich,British Columbia,Entire home/apt,3,3,1,114.0
Saanich,British Columbia,Private room,2,4,2,150.0
Rockland,British Columbia,Entire home/apt,29,2,1,69.0
Southern Gulf Islands,British Columbia,Entire home/apt,2,2,1,170.0
Saanich,British Columbia,Entire home/apt,2,2,1,95.0
Juan de Fuca,British Columbia,Entire home/apt,2,4,1,150.0
James Bay,British Columbia,Entire home/apt,30,6,3,200.0
Colwood,British Columbia,Entire home/apt,1,2,1,119.0
Langford,British Columbia,Entire home/apt,1,4,2,118.0
Juan de Fuca,British Columbia,Entire home/apt,2,4,1,175.0
Juan de Fuca,British Columbia,Entire home/apt,2,6,2,249.0
North Jubilee,British Columbia,Private room,3,1,1,58.0
Downtown,British Columbia,Entire home/apt,30,4,1,150.0
Central Saanich,British Columbia,Entire home/apt,1,4,1,70.0
Southern Gulf Islands,British Columbia,Entire home/apt,2,5,4,290.0
Saanich,British Columbia,Entire home/apt,1,2,1,99.0
Saanich,British Columbia,Private room,2,1,1,99.0
Sidney,British Columbia,Entire home/apt,31,4,2,119.0
Juan de Fuca,British Columbia,Entire home/apt,1,6,3,149.0
Juan de Fuca,British Columbia,Entire home/apt,2,5,2,200.0
View Royal,British Columbia,Entire home/apt,1,2,1,110.0
Southern Gulf Islands,British Columbia,Entire home/apt,1,6,2,103.0
Harris Green,British Columbia,Entire home/apt,2,7,2,180.0
Saanich,British Columbia,Entire home/apt,1,3,1,119.0
Sidney,British Columbia,Entire home/apt,1,4,2,225.0
Saanich,British Columbia,Entire home/apt,20,5,3,125.0
Sooke,British Columbia,Entire home/apt,1,6,3,188.0
Saanich,British Columbia,Entire home/apt,1,5,2,90.0
Downtown,British Columbia,Entire home/apt,1,4,2,99.0
Langford,British Columbia,Private room,1,1,1,99.0
Harris Green,British Columbia,Entire home/apt,2,7,2,206.0
Central Saanich,British Columbia,Entire home/apt,1,2,2,36.0
Fairfield,British Columbia,Entire home/apt,5,5,3,249.0
View Royal,British Columbia,Private room,5,2,1,46.0
View Royal,British Columbia,Private room,3,2,1,46.0
Langford,British Columbia,Private room,1,2,1,60.0
James Bay,British Columbia,Private room,2,6,2,224.0
James Bay,British Columbia,Private room,2,6,2,224.0
Downtown,British Columbia,Entire home/apt,1,2,1,210.0
Langford,British Columbia,Entire home/apt,1,4,1,130.0
Fairfield,British Columbia,Private room,1,2,1,125.0
Downtown,British Columbia,Entire home/apt,1,2,1,184.0
Saanich,British Columbia,Private room,2,2,1,76.0
James Bay,British Columbia,Entire home/apt,1,2,1,119.0
Southern Gulf Islands,British Columbia,Private room,2,2,1,160.0
Saanich,British Columbia,Private room,2,1,1,60.0
Downtown,British Columbia,Entire home/apt,1,4,1,88.0
Saanich,British Columbia,Private room,1,2,1,24.0
Gonzales,British Columbia,Entire home/apt,30,6,3,90.0
Saanich,British Columbia,Entire home/apt,5,3,2,119.0
Langford,British Columbia,Entire home/apt,1,6,2,90.0
Langford,British Columbia,Entire home/apt,2,2,1,200.0
Juan de Fuca,British Columbia,Entire home/apt,2,6,2,235.0
Juan de Fuca,British Columbia,Entire home/apt,2,4,1,175.0
Saanich,British Columbia,Entire home/apt,2,2,1,119.0
Burnside,British Columbia,Entire home/apt,3,6,3,661.0
Langford,British Columbia,Entire home/apt,1,8,4,150.0
Kensington-Cedar Cottage,British Columbia,Private room,2,1,1,38.0
Downtown,British Columbia,Entire home/apt,60,6,2,150.0
Riley Park,British Columbia,Entire home/apt,2,4,1,121.0
Downtown Eastside,British Columbia,Entire home/apt,30,4,2,152.0
Kensington-Cedar Cottage,British Columbia,Entire home/apt,30,2,1,144.0
Kensington-Cedar Cottage,British Columbia,Entire home/apt,3,4,1,140.0
Hastings-Sunrise,British Columbia,Entire home/apt,3,4,2,195.0
Renfrew-Collingwood,British Columbia,Entire home/apt,4,8,4,135.0
